1.500000000000000000e+01,1.600000000000000000e+01
1.600000000000000000e+01,1.850000000000000000e+01
1.700000000000000000e+01,2.019999999999999929e+01
1.639999999999999858e+01,1.712000000000000099e+01
1.723000000000000043e+01,1.812000000000000099e+01
4.300000000000000000e+01,4.300000000000000000e+01
4.442999999999999972e+01,4.521200000000000330e+01
4.579999999999999716e+01,5.422999999999999687e+01
4.631300000000000239e+01,4.312299999999999756e+01
5.021000000000000085e+01,4.629999999999999716e+01
9.900000000000000000e+01,9.921999999999999886e+01
1.003199999999999932e+02,9.812300000000000466e+01
1.003199999999999932e+02,9.742300000000000182e+01
1.020000000000000000e+02,9.323000000000000398e+01
1.022300000000000040e+02,9.423000000000000398e+01
2.700000000000000000e+01,1.700000000000000000e+01
2.500000000000000000e+01,2.300000000000000000e+01
1.600000000000000000e+01,2.600000000000000000e+01
2.300000000000000000e+01,2.600000000000000000e+01
2.000000000000000000e+01,2.900000000000000000e+01
2.800000000000000000e+01,1.600000000000000000e+01
2.600000000000000000e+01,2.600000000000000000e+01
2.500000000000000000e+01,1.900000000000000000e+01
2.400000000000000000e+01,2.700000000000000000e+01
2.300000000000000000e+01,1.900000000000000000e+01
2.700000000000000000e+01,2.600000000000000000e+01
1.700000000000000000e+01,1.700000000000000000e+01
1.500000000000000000e+01,2.300000000000000000e+01
2.500000000000000000e+01,1.900000000000000000e+01
2.900000000000000000e+01,1.800000000000000000e+01
2.200000000000000000e+01,2.300000000000000000e+01
1.600000000000000000e+01,1.800000000000000000e+01
2.500000000000000000e+01,2.400000000000000000e+01
1.900000000000000000e+01,1.500000000000000000e+01
1.800000000000000000e+01,1.600000000000000000e+01
2.700000000000000000e+01,1.700000000000000000e+01
1.900000000000000000e+01,2.600000000000000000e+01
2.200000000000000000e+01,1.500000000000000000e+01
2.900000000000000000e+01,1.900000000000000000e+01
2.700000000000000000e+01,2.400000000000000000e+01
4.100000000000000000e+01,5.000000000000000000e+01
4.400000000000000000e+01,4.400000000000000000e+01
6.700000000000000000e+01,5.200000000000000000e+01
6.000000000000000000e+01,4.900000000000000000e+01
4.400000000000000000e+01,6.700000000000000000e+01
5.200000000000000000e+01,4.300000000000000000e+01
5.600000000000000000e+01,4.300000000000000000e+01
4.900000000000000000e+01,5.300000000000000000e+01
4.200000000000000000e+01,4.900000000000000000e+01
6.900000000000000000e+01,4.000000000000000000e+01
4.000000000000000000e+01,5.900000000000000000e+01
5.300000000000000000e+01,4.200000000000000000e+01
6.000000000000000000e+01,5.900000000000000000e+01
6.500000000000000000e+01,5.200000000000000000e+01
4.000000000000000000e+01,6.300000000000000000e+01
6.200000000000000000e+01,4.400000000000000000e+01
4.900000000000000000e+01,5.200000000000000000e+01
6.900000000000000000e+01,4.600000000000000000e+01
5.100000000000000000e+01,5.100000000000000000e+01
5.900000000000000000e+01,5.200000000000000000e+01
4.300000000000000000e+01,6.700000000000000000e+01
4.500000000000000000e+01,5.100000000000000000e+01
5.400000000000000000e+01,4.300000000000000000e+01
4.800000000000000000e+01,6.400000000000000000e+01
5.200000000000000000e+01,5.500000000000000000e+01
9.300000000000000000e+01,9.600000000000000000e+01
9.000000000000000000e+01,1.010000000000000000e+02
9.900000000000000000e+01,1.050000000000000000e+02
1.020000000000000000e+02,9.000000000000000000e+01
9.600000000000000000e+01,9.700000000000000000e+01
9.700000000000000000e+01,9.900000000000000000e+01
9.100000000000000000e+01,1.090000000000000000e+02
9.500000000000000000e+01,9.600000000000000000e+01
9.600000000000000000e+01,9.700000000000000000e+01
9.700000000000000000e+01,9.300000000000000000e+01
9.100000000000000000e+01,9.000000000000000000e+01
9.500000000000000000e+01,9.900000000000000000e+01
9.700000000000000000e+01,9.200000000000000000e+01
9.200000000000000000e+01,1.090000000000000000e+02
9.300000000000000000e+01,1.070000000000000000e+02
9.200000000000000000e+01,1.030000000000000000e+02
9.500000000000000000e+01,9.300000000000000000e+01
9.000000000000000000e+01,9.800000000000000000e+01
9.200000000000000000e+01,9.400000000000000000e+01
9.500000000000000000e+01,9.100000000000000000e+01
9.000000000000000000e+01,9.500000000000000000e+01
1.020000000000000000e+02,1.090000000000000000e+02
9.500000000000000000e+01,9.100000000000000000e+01
9.700000000000000000e+01,9.300000000000000000e+01
1.020000000000000000e+02,9.800000000000000000e+01
